,Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
0,2022,March,Ballarat,Ballarat,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,5,4.059101193,4.328088671
1,2022,March,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,120,97.418428627,103.87412811
2,2022,March,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,147,119.337575068,127.245806934
3,2022,March,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",53,43.026472644,45.877739915
4,2022,March,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,222,180.22409296,192.167137003
5,2022,March,Ballarat,Ballarat,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,185,150.186744134,160.139280836
6,2022,March,Ballarat,Ballarat,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,184,149.374923895,159.273663101
7,2022,March,Ballarat,Ballarat,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,5,4.059101193,4.328088671
8,2022,March,Ballarat,Ballarat,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,6,4.870921431,5.193706405
9,2022,March,Ballarat,Ballarat,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,21,17.04822501,18.177972419
10,2022,March,Ballarat,Ballarat,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,5,4.059101193,4.328088671
11,2022,March,Ballarat,Ballarat,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,3,2.435460716,2.596853203
12,2022,March,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,26,21.107326203,22.50606109
13,2022,March,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,8,6.494561908,6.924941874
14,2022,March,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,4,3.247280954,3.462470937
15,2022,March,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,3,2.435460716,2.596853203
16,2022,March,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,22,17.860045248,19.043590153
17,2022,March,Ballarat,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,25,20.295505964,21.640443356
18,2022,March,Ballarat,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,45,36.531910735,38.952798041
19,2022,March,Ballarat,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,2,1.623640477,1.731235468
20,2022,March,Ballarat,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,16,12.989123817,13.849883748
21,2022,March,Ballarat,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,59,47.897394075,51.071446321
22,2022,March,Ballarat,Ballarat,B Property and deception offences,B10 Arson,B11 Cause damage by fire,82,66.569259562,70.980654208
23,2022,March,Ballarat,Ballarat,B Property and deception offences,B10 Arson,B12 Cause a bushfire,1,0.811820239,0.865617734
24,2022,March,Ballarat,Ballarat,B Property and deception offences,B10 Arson,B19 Other fire related offences,2,1.623640477,1.731235468
25,2022,March,Ballarat,Ballarat,B Property and deception offences,B20 Property damage,B21 Criminal damage,708,574.7687289,612.857355846
26,2022,March,Ballarat,Ballarat,B Property and deception offences,B20 Property damage,B22 Graffiti,61,49.521034552,52.802681789
27,2022,March,Ballarat,Ballarat,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1,0.811820239,0.865617734
28,2022,March,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,151,122.584856023,130.708277871
29,2022,March,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3,2.435460716,2.596853203
30,2022,March,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,1,0.811820239,0.865617734
31,2022,March,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,312,253.287914431,270.072733085
32,2022,March,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,180,146.127642941,155.811192164
33,2022,March,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,367,297.938027551,317.681708468
34,2022,March,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1301,1056.178130366,1126.168672254
35,2022,March,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B43 Steal from a retail store,388,314.986252561,335.859680887
36,2022,March,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,93,75.499282186,80.502449285
37,2022,March,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,104,84.42930481,90.024244362
38,2022,March,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B49 Other theft,621,504.140368146,537.548612967
39,2022,March,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,48,38.967371451,41.549651244
40,2022,March,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,188,152.622204849,162.736134038
41,2022,March,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B54 State false information,10,8.118202386,8.656177342
42,2022,March,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,3,2.435460716,2.596853203
43,2022,March,Ballarat,Ballarat,B Property and deception offences,B60 Bribery,B61 Bribery of officials,1,0.811820239,0.865617734
44,2022,March,Ballarat,Ballarat,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,34,27.601888111,29.431002964
45,2022,March,Ballarat,Ballarat,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,11,8.930022624,9.521795077
46,2022,March,Ballarat,Ballarat,C Drug offences,C30 Drug use and possession,C31 Drug use,1,0.811820239,0.865617734
47,2022,March,Ballarat,Ballarat,C Drug offences,C30 Drug use and possession,C32 Drug possession,110,89.300226242,95.217950767
48,2022,March,Ballarat,Ballarat,C Drug offences,C90 Other drug offences,C99 Other drug offences,1,0.811820239,0.865617734
49,2022,March,Ballarat,Ballarat,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,61,49.521034552,52.802681789
50,2022,March,Ballarat,Ballarat,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,117,94.982967911,101.277274907
51,2022,March,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,8,6.494561908,6.924941874
52,2022,March,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,53,43.026472644,45.877739915
53,2022,March,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,19,15.424584533,16.446736951
54,2022,March,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,4,3.247280954,3.462470937
55,2022,March,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,0.811820239,0.865617734
56,2022,March,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,0.811820239,0.865617734
57,2022,March,Ballarat,Ballarat,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1,0.811820239,0.865617734
58,2022,March,Ballarat,Ballarat,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,0.811820239,0.865617734
59,2022,March,Ballarat,Ballarat,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,13,10.553663101,11.253030545
60,2022,March,Ballarat,Ballarat,D Public order and security offences,D40 Public security offences,D43 Hacking,1,0.811820239,0.865617734
61,2022,March,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,0.811820239,0.865617734
62,2022,March,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,253,205.390520356,219.001286764
63,2022,March,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,8,6.494561908,6.924941874
64,2022,March,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,4,3.247280954,3.462470937
65,2022,March,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,26,21.107326203,22.50606109
66,2022,March,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,571,463.549356218,494.267726255
67,2022,March,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,36,29.225528588,31.162238433
68,2022,March,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,318,258.158835862,275.26643949
69,2022,March,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,21,17.04822501,18.177972419
70,2022,March,Ballarat,Ballarat,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,1,0.811820239,0.865617734
71,2022,March,Ballarat,Ballarat,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,2,1.623640477,1.731235468
72,2022,March,Ballarat,Ballarat,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,3,2.435460716,2.596853203
73,2022,March,Ballarat,Ballarat,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,118,95.79478815,102.142892641
74,2022,March,Ballarat,Ballarat,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,3,2.435460716,2.596853203
75,2022,March,Ballarat,Pyrenees,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,1.623640477,26.124859031
76,2022,March,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,5,4.059101193,65.312147578
77,2022,March,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,3,2.435460716,39.187288547
78,2022,March,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1,0.811820239,13.062429516
79,2022,March,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,5,4.059101193,65.312147578
80,2022,March,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,4,3.247280954,52.249718062
81,2022,March,Ballarat,Pyrenees,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,17,13.800944056,222.061301764
82,2022,March,Ballarat,Pyrenees,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,0.811820239,13.062429516
83,2022,March,Ballarat,Pyrenees,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,3,2.435460716,39.187288547
84,2022,March,Ballarat,Pyrenees,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,0.811820239,13.062429516
85,2022,March,Ballarat,Pyrenees,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,4,3.247280954,52.249718062
86,2022,March,Ballarat,Pyrenees,B Property and deception offences,B10 Arson,B11 Cause damage by fire,4,3.247280954,52.249718062
87,2022,March,Ballarat,Pyrenees,B Property and deception offences,B10 Arson,B19 Other fire related offences,6,4.870921431,78.374577093
88,2022,March,Ballarat,Pyrenees,B Property and deception offences,B20 Property damage,B21 Criminal damage,36,29.225528588,470.24746256
89,2022,March,Ballarat,Pyrenees,B Property and deception offences,B20 Property damage,B22 Graffiti,4,3.247280954,52.249718062
90,2022,March,Ballarat,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,3,2.435460716,39.187288547
91,2022,March,Ballarat,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,20,16.236404771,261.248590311
92,2022,March,Ballarat,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,14,11.36548334,182.874013218
93,2022,March,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,14,11.36548334,182.874013218
94,2022,March,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,20,16.236404771,261.248590311
95,2022,March,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B43 Steal from a retail store,3,2.435460716,39.187288547
96,2022,March,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2,1.623640477,26.124859031
97,2022,March,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,4,3.247280954,52.249718062
98,2022,March,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B49 Other theft,40,32.472809542,522.497180622
99,2022,March,Ballarat,Pyrenees,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,1,0.811820239,13.062429516
100,2022,March,Ballarat,Pyrenees,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,5,4.059101193,65.312147578
101,2022,March,Ballarat,Pyrenees,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,1,0.811820239,13.062429516
102,2022,March,Ballarat,Pyrenees,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1,0.811820239,13.062429516
103,2022,March,Ballarat,Pyrenees,C Drug offences,C30 Drug use and possession,C32 Drug possession,4,3.247280954,52.249718062
104,2022,March,Ballarat,Pyrenees,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,3,2.435460716,39.187288547
105,2022,March,Ballarat,Pyrenees,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,1,0.811820239,13.062429516
106,2022,March,Ballarat,Pyrenees,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,0.811820239,13.062429516
107,2022,March,Ballarat,Pyrenees,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,2,1.623640477,26.124859031
108,2022,March,Ballarat,Pyrenees,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,11,8.930022624,143.686724671
109,2022,March,Ballarat,Pyrenees,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,5,4.059101193,65.312147578
110,2022,March,Ballarat,Pyrenees,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,29,23.542786918,378.810455951
111,2022,March,Ballarat,Pyrenees,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,1,0.811820239,13.062429516
112,2022,March,Ballarat,Pyrenees,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,8,6.494561908,104.499436124
113,2022,March,Ballarat,Pyrenees,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,11,8.930022624,143.686724671
114,2022,March,Ballarat,Pyrenees,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,1.623640477,26.124859031
115,2022,March,Ballarat,Pyrenees,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,1,0.811820239,13.062429516
116,2022,March,Banyule,Banyule,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,86,67.023347672,67.023347672
117,2022,March,Banyule,Banyule,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,129,100.535021507,100.535021507
118,2022,March,Banyule,Banyule,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",46,35.849697592,35.849697592
119,2022,March,Banyule,Banyule,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,177,137.943401603,137.943401603
120,2022,March,Banyule,Banyule,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,163,127.032624075,127.032624075
121,2022,March,Banyule,Banyule,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,97,75.596101444,75.596101444
122,2022,March,Banyule,Banyule,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,2,1.558682504,1.558682504
123,2022,March,Banyule,Banyule,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,4,3.117365008,3.117365008
124,2022,March,Banyule,Banyule,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,20,15.58682504,15.58682504
125,2022,March,Banyule,Banyule,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,2,1.558682504,1.558682504
126,2022,March,Banyule,Banyule,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,4,3.117365008,3.117365008
127,2022,March,Banyule,Banyule,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,2,1.558682504,1.558682504
128,2022,March,Banyule,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,12,9.352095024,9.352095024
129,2022,March,Banyule,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,15,11.69011878,11.69011878
130,2022,March,Banyule,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,11,8.572753772,8.572753772
131,2022,March,Banyule,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,19,14.807483788,14.807483788
132,2022,March,Banyule,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,28,21.821555056,21.821555056
133,2022,March,Banyule,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,24,18.704190048,18.704190048
134,2022,March,Banyule,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,6,4.676047512,4.676047512
135,2022,March,Banyule,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,1,0.779341252,0.779341252
136,2022,March,Banyule,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,20,15.58682504,15.58682504
137,2022,March,Banyule,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,31,24.159578812,24.159578812
138,2022,March,Banyule,Banyule,B Property and deception offences,B10 Arson,B11 Cause damage by fire,24,18.704190048,18.704190048
139,2022,March,Banyule,Banyule,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,0.779341252,0.779341252
140,2022,March,Banyule,Banyule,B Property and deception offences,B20 Property damage,B21 Criminal damage,403,314.074524554,314.074524554
141,2022,March,Banyule,Banyule,B Property and deception offences,B20 Property damage,B22 Graffiti,58,45.201792616,45.201792616
142,2022,March,Banyule,Banyule,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2,1.558682504,1.558682504
143,2022,March,Banyule,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,46,35.849697592,35.849697592
144,2022,March,Banyule,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,318,247.830518135,247.830518135
145,2022,March,Banyule,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,126,98.196997751,98.196997751
146,2022,March,Banyule,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,3,2.338023756,2.338023756
147,2022,March,Banyule,Banyule,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,147,114.563164043,114.563164043
148,2022,March,Banyule,Banyule,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,633,493.323012513,493.323012513
149,2022,March,Banyule,Banyule,B Property and deception offences,B40 Theft,B43 Steal from a retail store,132,102.873045263,102.873045263
150,2022,March,Banyule,Banyule,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,64,49.877840128,49.877840128
151,2022,March,Banyule,Banyule,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,102,79.492807704,79.492807704
152,2022,March,Banyule,Banyule,B Property and deception offences,B40 Theft,B49 Other theft,365,284.459556978,284.459556978
153,2022,March,Banyule,Banyule,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,31,24.159578812,24.159578812
154,2022,March,Banyule,Banyule,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,222,173.013757943,173.013757943
155,2022,March,Banyule,Banyule,B Property and deception offences,B50 Deception,B54 State false information,16,12.469460032,12.469460032
156,2022,March,Banyule,Banyule,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,3,2.338023756,2.338023756
157,2022,March,Banyule,Banyule,B Property and deception offences,B50 Deception,B59 Other deception offences,2,1.558682504,1.558682504
158,2022,March,Banyule,Banyule,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,43,33.511673836,33.511673836
159,2022,March,Banyule,Banyule,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,7,5.455388764,5.455388764
160,2022,March,Banyule,Banyule,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,12,9.352095024,9.352095024
161,2022,March,Banyule,Banyule,C Drug offences,C30 Drug use and possession,C31 Drug use,1,0.779341252,0.779341252
162,2022,March,Banyule,Banyule,C Drug offences,C30 Drug use and possession,C32 Drug possession,152,118.459870303,118.459870303
163,2022,March,Banyule,Banyule,C Drug offences,C90 Other drug offences,C99 Other drug offences,1,0.779341252,0.779341252
164,2022,March,Banyule,Banyule,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,40,31.17365008,31.17365008
165,2022,March,Banyule,Banyule,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,80,62.34730016,62.34730016
166,2022,March,Banyule,Banyule,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,3,2.338023756,2.338023756
167,2022,March,Banyule,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,7,5.455388764,5.455388764
168,2022,March,Banyule,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,11,8.572753772,8.572753772
169,2022,March,Banyule,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,9,7.014071268,7.014071268
170,2022,March,Banyule,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,2,1.558682504,1.558682504
171,2022,March,Banyule,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,9,7.014071268,7.014071268
172,2022,March,Banyule,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,3,2.338023756,2.338023756
173,2022,March,Banyule,Banyule,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,3,2.338023756,2.338023756
174,2022,March,Banyule,Banyule,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,3,2.338023756,2.338023756
175,2022,March,Banyule,Banyule,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,34,26.497602568,26.497602568
176,2022,March,Banyule,Banyule,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,0.779341252,0.779341252
177,2022,March,Banyule,Banyule,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,57,44.422451364,44.422451364
178,2022,March,Banyule,Banyule,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,4,3.117365008,3.117365008
179,2022,March,Banyule,Banyule,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,24,18.704190048,18.704190048
180,2022,March,Banyule,Banyule,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,17,13.248801284,13.248801284
181,2022,March,Banyule,Banyule,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,330,257.182613159,257.182613159
182,2022,March,Banyule,Banyule,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,75,58.4505939,58.4505939
183,2022,March,Banyule,Banyule,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,609,474.618822465,474.618822465
184,2022,March,Banyule,Banyule,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,64,49.877840128,49.877840128
185,2022,March,Banyule,Banyule,F Other offences,F10 Regulatory driving offences,F11 Drink driving,1,0.779341252,0.779341252
186,2022,March,Banyule,Banyule,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,0.779341252,0.779341252
187,2022,March,Banyule,Banyule,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,1,0.779341252,0.779341252
188,2022,March,Banyule,Banyule,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,1,0.779341252,0.779341252
189,2022,March,Banyule,Banyule,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,36,28.056285072,28.056285072
190,2022,March,Banyule,Banyule,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,3,2.338023756,2.338023756
191,2022,March,Banyule,Banyule,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,3,2.338023756,2.338023756
192,2022,March,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,99,140.033888759,247.180223023
193,2022,March,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,80,113.158697987,199.741594362
194,2022,March,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",16,22.631739597,39.948318872
195,2022,March,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,137,193.784270303,342.057480345
196,2022,March,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,43,60.822800168,107.36110697
197,2022,March,Bass Coast,Bass Coast,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,74,104.671795638,184.760974785
198,2022,March,Bass Coast,Bass Coast,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3,4.243451175,7.490309789
199,2022,March,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,26,36.776576846,64.916018168
200,2022,March,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,5,7.072418624,12.483849648
201,2022,March,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,7,9.901386074,17.477389507
202,2022,March,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,4,5.657934899,9.987079718
203,2022,March,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,38,53.750381544,94.877257322
204,2022,March,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,19,26.875190772,47.438628661
205,2022,March,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,10,14.144837248,24.967699295
206,2022,March,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,3,4.243451175,7.490309789
207,2022,March,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,31,43.84899547,77.399867815
