,Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
4069,2022,March,Swan Hill,Swan Hill,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,54,147.669141927,269.60528875
4070,2022,March,Swan Hill,Swan Hill,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,4,10.938454958,19.97076213
4071,2022,March,Swan Hill,Swan Hill,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,18,49.223047309,89.868429583
4072,2022,March,Swan Hill,Swan Hill,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,11,30.080751133,54.919595857
4073,2022,March,Swan Hill,Swan Hill,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,13,35.549978612,64.904976921
4074,2022,March,Swan Hill,Swan Hill,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,2,5.469227479,9.985381065
4075,2022,March,Swan Hill,Swan Hill,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,2.734613739,4.992690532
4076,2022,March,Swan Hill,Swan Hill,D Public order and security offences,D30 Public nuisance offences,D33 Begging,1,2.734613739,4.992690532
4077,2022,March,Swan Hill,Swan Hill,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,18,49.223047309,89.868429583
4078,2022,March,Swan Hill,Swan Hill,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,2.734613739,4.992690532
4079,2022,March,Swan Hill,Swan Hill,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,36,98.446094618,179.736859167
4080,2022,March,Swan Hill,Swan Hill,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,1,2.734613739,4.992690532
4081,2022,March,Swan Hill,Swan Hill,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,6,16.407682436,29.956143194
4082,2022,March,Swan Hill,Swan Hill,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,13,35.549978612,64.904976921
4083,2022,March,Swan Hill,Swan Hill,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,172,470.353563175,858.742771575
4084,2022,March,Swan Hill,Swan Hill,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,27,73.834570963,134.802644375
4085,2022,March,Swan Hill,Swan Hill,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,137,374.642082296,683.998602941
4086,2022,March,Swan Hill,Swan Hill,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,14,38.284592351,69.897667454
4087,2022,March,Swan Hill,Swan Hill,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,2.734613739,4.992690532
4088,2022,March,Swan Hill,Swan Hill,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,93,254.319077763,464.320219515
4089,2022,March,Swan Hill,Swan Hill,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,5.469227479,9.985381065
4090,2022,March,Wangaratta,Alpine,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,2.745170201,15.241518142
4091,2022,March,Wangaratta,Alpine,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,11,15.098436103,83.828349783
4092,2022,March,Wangaratta,Alpine,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,9,12.353265903,68.586831641
4093,2022,March,Wangaratta,Alpine,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1,1.3725851,7.620759071
4094,2022,March,Wangaratta,Alpine,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,16,21.961361605,121.932145139
4095,2022,March,Wangaratta,Alpine,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,13,17.843606304,99.069867926
4096,2022,March,Wangaratta,Alpine,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,19,26.079116906,144.794422353
4097,2022,March,Wangaratta,Alpine,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,1.3725851,7.620759071
4098,2022,March,Wangaratta,Alpine,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,1.3725851,7.620759071
4099,2022,March,Wangaratta,Alpine,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1,1.3725851,7.620759071
4100,2022,March,Wangaratta,Alpine,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,2,2.745170201,15.241518142
4101,2022,March,Wangaratta,Alpine,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,1.3725851,7.620759071
4102,2022,March,Wangaratta,Alpine,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,4,5.490340401,30.483036285
4103,2022,March,Wangaratta,Alpine,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,2,2.745170201,15.241518142
4104,2022,March,Wangaratta,Alpine,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,3,4.117755301,22.862277214
4105,2022,March,Wangaratta,Alpine,B Property and deception offences,B10 Arson,B11 Cause damage by fire,4,5.490340401,30.483036285
4106,2022,March,Wangaratta,Alpine,B Property and deception offences,B20 Property damage,B21 Criminal damage,28,38.432382808,213.381253994
4107,2022,March,Wangaratta,Alpine,B Property and deception offences,B20 Property damage,B22 Graffiti,10,13.725851003,76.207590712
4108,2022,March,Wangaratta,Alpine,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1,1.3725851,7.620759071
4109,2022,March,Wangaratta,Alpine,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,9,12.353265903,68.586831641
4110,2022,March,Wangaratta,Alpine,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,6,8.235510602,45.724554427
4111,2022,March,Wangaratta,Alpine,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,6,8.235510602,45.724554427
4112,2022,March,Wangaratta,Alpine,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,21,28.824287106,160.035940495
4113,2022,March,Wangaratta,Alpine,B Property and deception offences,B40 Theft,B43 Steal from a retail store,13,17.843606304,99.069867926
4114,2022,March,Wangaratta,Alpine,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,6,8.235510602,45.724554427
4115,2022,March,Wangaratta,Alpine,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,8,10.980680802,60.96607257
4116,2022,March,Wangaratta,Alpine,B Property and deception offences,B40 Theft,B49 Other theft,30,41.177553009,228.622772136
4117,2022,March,Wangaratta,Alpine,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,7,9.608095702,53.345313498
4118,2022,March,Wangaratta,Alpine,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,2,2.745170201,15.241518142
4119,2022,March,Wangaratta,Alpine,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1,1.3725851,7.620759071
4120,2022,March,Wangaratta,Alpine,C Drug offences,C30 Drug use and possession,C31 Drug use,1,1.3725851,7.620759071
4121,2022,March,Wangaratta,Alpine,C Drug offences,C30 Drug use and possession,C32 Drug possession,12,16.471021203,91.449108855
4122,2022,March,Wangaratta,Alpine,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,6,8.235510602,45.724554427
4123,2022,March,Wangaratta,Alpine,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,2,2.745170201,15.241518142
4124,2022,March,Wangaratta,Alpine,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,9,12.353265903,68.586831641
4125,2022,March,Wangaratta,Alpine,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,8,10.980680802,60.96607257
4126,2022,March,Wangaratta,Alpine,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,2,2.745170201,15.241518142
4127,2022,March,Wangaratta,Alpine,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,2,2.745170201,15.241518142
4128,2022,March,Wangaratta,Alpine,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,4,5.490340401,30.483036285
4129,2022,March,Wangaratta,Alpine,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,6,8.235510602,45.724554427
4130,2022,March,Wangaratta,Alpine,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,3,4.117755301,22.862277214
4131,2022,March,Wangaratta,Alpine,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,44,60.393744413,335.313399133
4132,2022,March,Wangaratta,Alpine,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2,2.745170201,15.241518142
4133,2022,March,Wangaratta,Alpine,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,5,6.862925501,38.103795356
4134,2022,March,Wangaratta,Alpine,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1,1.3725851,7.620759071
4135,2022,March,Wangaratta,Alpine,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,1.3725851,7.620759071
4136,2022,March,Wangaratta,Alpine,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,24,32.942042407,182.898217709
4137,2022,March,Wangaratta,Moira,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,2.745170201,6.634909892
4138,2022,March,Wangaratta,Moira,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,30,41.177553009,99.52364838
4139,2022,March,Wangaratta,Moira,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,34,46.66789341,112.793468164
4140,2022,March,Wangaratta,Moira,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",5,6.862925501,16.58727473
4141,2022,March,Wangaratta,Moira,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,74,101.571297422,245.491666003
4142,2022,March,Wangaratta,Moira,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,26,35.687212608,86.253828596
4143,2022,March,Wangaratta,Moira,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,40,54.903404012,132.69819784
4144,2022,March,Wangaratta,Moira,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,2,2.745170201,6.634909892
4145,2022,March,Wangaratta,Moira,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1,1.3725851,3.317454946
4146,2022,March,Wangaratta,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,6,8.235510602,19.904729676
4147,2022,March,Wangaratta,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,3,4.117755301,9.952364838
4148,2022,March,Wangaratta,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,3,4.117755301,9.952364838
4149,2022,March,Wangaratta,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,1.3725851,3.317454946
4150,2022,March,Wangaratta,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,10,13.725851003,33.17454946
4151,2022,March,Wangaratta,Moira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,7,9.608095702,23.222184622
4152,2022,March,Wangaratta,Moira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,7,9.608095702,23.222184622
4153,2022,March,Wangaratta,Moira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,3,4.117755301,9.952364838
4154,2022,March,Wangaratta,Moira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,22,30.196872206,72.984008812
4155,2022,March,Wangaratta,Moira,B Property and deception offences,B10 Arson,B11 Cause damage by fire,17,23.333946705,56.396734082
4156,2022,March,Wangaratta,Moira,B Property and deception offences,B10 Arson,B12 Cause a bushfire,1,1.3725851,3.317454946
4157,2022,March,Wangaratta,Moira,B Property and deception offences,B10 Arson,B19 Other fire related offences,10,13.725851003,33.17454946
4158,2022,March,Wangaratta,Moira,B Property and deception offences,B20 Property damage,B21 Criminal damage,118,161.965041834,391.459683627
4159,2022,March,Wangaratta,Moira,B Property and deception offences,B20 Property damage,B22 Graffiti,11,15.098436103,36.492004406
4160,2022,March,Wangaratta,Moira,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,18,24.706531805,59.714189028
4161,2022,March,Wangaratta,Moira,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,62,85.100276218,205.682206652
4162,2022,March,Wangaratta,Moira,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,80,109.806808023,265.396395679
4163,2022,March,Wangaratta,Moira,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,35,48.04047851,116.11092311
4164,2022,March,Wangaratta,Moira,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,82,112.551978224,272.031305571
4165,2022,March,Wangaratta,Moira,B Property and deception offences,B40 Theft,B43 Steal from a retail store,54,74.119595416,179.142567084
4166,2022,March,Wangaratta,Moira,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,20,27.451702006,66.34909892
4167,2022,March,Wangaratta,Moira,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,23,31.569457307,76.301463758
4168,2022,March,Wangaratta,Moira,B Property and deception offences,B40 Theft,B49 Other theft,153,210.005520345,507.570606737
4169,2022,March,Wangaratta,Moira,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,9,12.353265903,29.857094514
4170,2022,March,Wangaratta,Moira,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,39,53.530818911,129.380742894
4171,2022,March,Wangaratta,Moira,B Property and deception offences,B50 Deception,B54 State false information,1,1.3725851,3.317454946
4172,2022,March,Wangaratta,Moira,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,14,19.216191404,46.444369244
4173,2022,March,Wangaratta,Moira,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,7,9.608095702,23.222184622
4174,2022,March,Wangaratta,Moira,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,1,1.3725851,3.317454946
4175,2022,March,Wangaratta,Moira,C Drug offences,C30 Drug use and possession,C31 Drug use,2,2.745170201,6.634909892
4176,2022,March,Wangaratta,Moira,C Drug offences,C30 Drug use and possession,C32 Drug possession,48,65.884084814,159.237837408
4177,2022,March,Wangaratta,Moira,C Drug offences,C90 Other drug offences,C99 Other drug offences,1,1.3725851,3.317454946
4178,2022,March,Wangaratta,Moira,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,30,41.177553009,99.52364838
4179,2022,March,Wangaratta,Moira,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,18,24.706531805,59.714189028
4180,2022,March,Wangaratta,Moira,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,1.3725851,3.317454946
4181,2022,March,Wangaratta,Moira,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,1.3725851,3.317454946
4182,2022,March,Wangaratta,Moira,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,12,16.471021203,39.809459352
4183,2022,March,Wangaratta,Moira,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,15,20.588776504,49.76182419
4184,2022,March,Wangaratta,Moira,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,7,9.608095702,23.222184622
4185,2022,March,Wangaratta,Moira,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,1.3725851,3.317454946
4186,2022,March,Wangaratta,Moira,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,2,2.745170201,6.634909892
4187,2022,March,Wangaratta,Moira,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,18,24.706531805,59.714189028
4188,2022,March,Wangaratta,Moira,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,30,41.177553009,99.52364838
4189,2022,March,Wangaratta,Moira,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2,2.745170201,6.634909892
4190,2022,March,Wangaratta,Moira,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,1,1.3725851,3.317454946
4191,2022,March,Wangaratta,Moira,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,6,8.235510602,19.904729676
4192,2022,March,Wangaratta,Moira,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,171,234.71205215,567.284795765
4193,2022,March,Wangaratta,Moira,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,19,26.079116906,63.031643974
4194,2022,March,Wangaratta,Moira,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,87,119.414903725,288.618580301
4195,2022,March,Wangaratta,Moira,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,9,12.353265903,29.857094514
4196,2022,March,Wangaratta,Moira,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,1.3725851,3.317454946
4197,2022,March,Wangaratta,Moira,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,3,4.117755301,9.952364838
4198,2022,March,Wangaratta,Moira,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,56,76.864765616,185.777476976
4199,2022,March,Wangaratta,Wangaratta,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,4,5.490340401,13.518269665
4200,2022,March,Wangaratta,Wangaratta,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,34,46.66789341,114.905292154
4201,2022,March,Wangaratta,Wangaratta,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,61,83.727691118,206.153612394
4202,2022,March,Wangaratta,Wangaratta,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",8,10.980680802,27.03653933
4203,2022,March,Wangaratta,Wangaratta,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,72,98.826127221,243.328853973
4204,2022,March,Wangaratta,Wangaratta,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,59,80.982520917,199.394477562
4205,2022,March,Wangaratta,Wangaratta,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,68,93.33578682,229.810584308
4206,2022,March,Wangaratta,Wangaratta,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,2,2.745170201,6.759134833
4207,2022,March,Wangaratta,Wangaratta,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,3,4.117755301,10.138702249
4208,2022,March,Wangaratta,Wangaratta,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,1.3725851,3.379567416
4209,2022,March,Wangaratta,Wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,10,13.725851003,33.795674163
4210,2022,March,Wangaratta,Wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,8,10.980680802,27.03653933
4211,2022,March,Wangaratta,Wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,4,5.490340401,13.518269665
4212,2022,March,Wangaratta,Wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,8,10.980680802,27.03653933
4213,2022,March,Wangaratta,Wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,12,16.471021203,40.554808996
4214,2022,March,Wangaratta,Wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,18,24.706531805,60.832213493
4215,2022,March,Wangaratta,Wangaratta,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,4,5.490340401,13.518269665
4216,2022,March,Wangaratta,Wangaratta,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,6,8.235510602,20.277404498
4217,2022,March,Wangaratta,Wangaratta,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,10,13.725851003,33.795674163
4218,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B10 Arson,B11 Cause damage by fire,7,9.608095702,23.656971914
4219,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B10 Arson,B19 Other fire related offences,3,4.117755301,10.138702249
4220,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B20 Property damage,B21 Criminal damage,198,271.771849858,669.154348427
4221,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B20 Property damage,B22 Graffiti,5,6.862925501,16.897837081
4222,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B20 Property damage,B29 Other property damage offences,5,6.862925501,16.897837081
4223,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,9,12.353265903,30.416106747
4224,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,42,57.648574212,141.941831484
4225,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,15,20.588776504,50.693511244
4226,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,15,20.588776504,50.693511244
4227,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,52,71.374425215,175.737505647
4228,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B40 Theft,B43 Steal from a retail store,49,67.256669914,165.598803399
4229,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,31,42.550138109,104.766589905
4230,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,27,37.059797708,91.24832024
4231,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B40 Theft,B46 Fare evasion,1,1.3725851,3.379567416
4232,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B40 Theft,B49 Other theft,121,166.082797135,408.927657372
4233,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,4,5.490340401,13.518269665
4234,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,58,79.609935817,196.014910145
4235,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B50 Deception,B54 State false information,1,1.3725851,3.379567416
4236,2022,March,Wangaratta,Wangaratta,B Property and deception offences,B50 Deception,B59 Other deception offences,2,2.745170201,6.759134833
4237,2022,March,Wangaratta,Wangaratta,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,17,23.333946705,57.452646077
4238,2022,March,Wangaratta,Wangaratta,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,7,9.608095702,23.656971914
4239,2022,March,Wangaratta,Wangaratta,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,2,2.745170201,6.759134833
4240,2022,March,Wangaratta,Wangaratta,C Drug offences,C30 Drug use and possession,C31 Drug use,5,6.862925501,16.897837081
4241,2022,March,Wangaratta,Wangaratta,C Drug offences,C30 Drug use and possession,C32 Drug possession,68,93.33578682,229.810584308
4242,2022,March,Wangaratta,Wangaratta,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,14,19.216191404,47.313943828
4243,2022,March,Wangaratta,Wangaratta,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,36,49.41306361,121.664426987
4244,2022,March,Wangaratta,Wangaratta,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,1.3725851,3.379567416
4245,2022,March,Wangaratta,Wangaratta,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,4,5.490340401,13.518269665
4246,2022,March,Wangaratta,Wangaratta,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,25,34.314627507,84.489185407
4247,2022,March,Wangaratta,Wangaratta,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,34,46.66789341,114.905292154
4248,2022,March,Wangaratta,Wangaratta,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,3,4.117755301,10.138702249
4249,2022,March,Wangaratta,Wangaratta,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,1.3725851,3.379567416
4250,2022,March,Wangaratta,Wangaratta,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,11,15.098436103,37.175241579
4251,2022,March,Wangaratta,Wangaratta,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,38,52.158233811,128.423561819
4252,2022,March,Wangaratta,Wangaratta,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,4,5.490340401,13.518269665
4253,2022,March,Wangaratta,Wangaratta,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,6,8.235510602,20.277404498
4254,2022,March,Wangaratta,Wangaratta,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,8,10.980680802,27.03653933
4255,2022,March,Wangaratta,Wangaratta,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,182,249.810488253,615.081269766
4256,2022,March,Wangaratta,Wangaratta,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,27,37.059797708,91.24832024
4257,2022,March,Wangaratta,Wangaratta,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,82,112.551978224,277.124528136
4258,2022,March,Wangaratta,Wangaratta,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,10,13.725851003,33.795674163
4259,2022,March,Wangaratta,Wangaratta,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,2,2.745170201,6.759134833
4260,2022,March,Wangaratta,Wangaratta,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,1,1.3725851,3.379567416
4261,2022,March,Wangaratta,Wangaratta,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,30,41.177553009,101.387022489
4262,2022,March,Warrnambool,Corangamite,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,11,15.968859345,70.192465925
4263,2022,March,Warrnambool,Corangamite,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,19,27.582575232,121.241532053
4264,2022,March,Warrnambool,Corangamite,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1,1.451714486,6.381133266
4265,2022,March,Warrnambool,Corangamite,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,23,33.389433175,146.766065117
4266,2022,March,Warrnambool,Corangamite,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,14,20.324002802,89.335865723
4267,2022,March,Warrnambool,Corangamite,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,30,43.551434576,191.433997978
4268,2022,March,Warrnambool,Corangamite,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1,1.451714486,6.381133266
4269,2022,March,Warrnambool,Corangamite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1,1.451714486,6.381133266
4270,2022,March,Warrnambool,Corangamite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,2,2.903428972,12.762266532
